Table 215-16007 : Number of vacancies (other than those in the civil service) analysed by industry section and major occupation group,,,,,,,,,,,,
2017,Jun,"B, D & E: Mining and quarrying; and electricity and gas supply, and waste management",14,1,32,13,0,44,25,0,102,231
2017,Jun,F: Construction sites (manual workers only),-,-,-,-,-,416,890,-,202,1508
2017,Jun,"G: Import/export, wholesale and retail trades",722,1094,2902,1528,6182,390,335,63,1188,14404
2017,Jun,G45-46: Import/export trade and wholesale,533,967,2595,1270,655,204,300,43,755,7322
2017,Jun,G47: Retail,189,127,307,258,5527,186,35,20,433,7082
2017,Jun,"H: Transportation, storage, postal and courier services",117,147,611,791,198,241,500,2,953,3560
2017,Jun,I: Accommodation and food services,90,25,258,418,10135,342,4,0,1944,13216
2017,Jun,J: Information and communications,276,1460,648,191,113,9,11,0,2,2710
2017,Jun,K: Financing and insurance,1088,892,2821,832,29,0,7,0,75,5744
2017,Jun,L: Real estate,174,148,1177,389,1746,121,25,3,427,4210
2017,Jun,M & N: Professional and business services,412,1414,1822,986,1895,172,100,44,1744,8589
2017,Jun,P - S: Social and personal services,293,2699,1836,1757,4018,479,73,6,1971,13132
2017,Jun,All industry sections covered,3202,7963,12310,7057,24533,2859,2255,118,9295,69592
2017,Sep,C: Manufacturing,13,75,204,155,267,717,289,0,518,2238
2017,Sep,"B, D & E: Mining and quarrying; and electricity and gas supply, and waste management",11,1,24,1,3,25,37,0,107,209
2017,Sep,F: Construction sites (manual workers only),-,-,-,-,-,352,165,-,314,831
2017,Sep,"G: Import/export, wholesale and retail trades",571,935,2429,2191,7124,526,414,2,1552,15744
2017,Sep,G45-46: Import/export trade and wholesale,397,718,2045,1459,1462,255,354,2,922,7614
2017,Sep,G47: Retail,174,217,384,732,5662,271,60,0,630,8130
2017,Sep,"H: Transportation, storage, postal and courier services",82,161,447,750,553,93,608,2,902,3598
2017,Sep,I: Accommodation and food services,151,9,348,289,9446,378,24,0,1982,12627
2017,Sep,J: Information and communications,282,1472,641,172,118,54,2,0,9,2750
2017,Sep,K: Financing and insurance,1001,958,2772,613,41,1,2,0,119,5507
2017,Sep,L: Real estate,225,174,1130,322,1590,255,23,1,421,4141
2017,Sep,M & N: Professional and business services,370,1321,1518,805,2065,198,203,77,2032,8589
2017,Sep,P - S: Social and personal services,286,2816,3028,2171,4191,409,70,6,1938,14915
2017,Sep,All industry sections covered,2992,7922,12541,7469,25398,3008,1837,88,9894,71149
2017,Dec,C: Manufacturing,21,52,211,146,288,929,157,0,801,2605
2017,Dec,"B, D & E: Mining and quarrying; and electricity and gas supply, and waste management",14,2,31,12,0,65,38,0,114,276
2017,Dec,F: Construction sites (manual workers only),-,-,-,-,-,365,873,-,136,1374
2017,Dec,"G: Import/export, wholesale and retail trades",966,1191,2484,1848,6524,389,306,0,1237,14945
2017,Dec,G45-46: Import/export trade and wholesale,609,977,1852,1365,1007,238,259,0,840,7147
2017,Dec,G47: Retail,357,214,632,483,5517,151,47,0,397,7798
2017,Dec,"H: Transportation, storage, postal and courier services",62,124,521,818,469,126,522,0,805,3447
2017,Dec,I: Accommodation and food services,188,22,365,312,10754,182,63,0,2025,13911
2017,Dec,J: Information and communications,427,1508,595,85,105,22,8,0,15,2765
2017,Dec,K: Financing and insurance,1094,1146,2413,784,83,2,7,1,135,5665
2017,Dec,L: Real estate,187,131,890,376,1874,98,3,1,204,3764
2017,Dec,M & N: Professional and business services,577,1721,1114,961,2034,140,166,137,2004,8854
2017,Dec,P - S: Social and personal services,286,2831,3842,2415,4182,338,97,12,2432,16435
2017,Dec,All industry sections covered,3822,8728,12466,7757,26313,2656,2240,151,9908,74041
2018,Mar,C: Manufacturing,35,65,241,143,388,700,211,0,826,2609
2018,Mar,"B, D & E: Mining and quarrying; and electricity and gas supply, and waste management",14,2,30,6,0,32,41,0,77,202
2018,Mar,F: Construction sites (manual workers only),-,-,-,-,-,298,404,-,149,851
2018,Mar,"G: Import/export, wholesale and retail trades",827,1347,2669,2032,6827,514,222,58,1209,15705
2018,Mar,G45-46: Import/export trade and wholesale,633,1141,2235,1436,942,276,197,57,678,7595
2018,Mar,G47: Retail,194,206,434,596,5885,238,25,1,531,8110
2018,Mar,"H: Transportation, storage, postal and courier services",132,175,449,985,424,230,768,0,879,4042
2018,Mar,I: Accommodation and food services,110,91,337,418,11269,156,49,0,1949,14379
2018,Mar,J: Information and communications,358,1642,635,338,103,17,20,0,4,3117
2018,Mar,K: Financing and insurance,1215,1142,2335,1297,35,0,5,0,61,6090
2018,Mar,L: Real estate,185,186,1077,533,1718,175,9,3,313,4199
2018,Mar,M & N: Professional and business services,498,1740,1609,1037,2255,262,42,96,2002,9541
2018,Mar,P - S: Social and personal services,368,3157,2947,2416,4580,426,166,10,2070,16140
2018,Mar,All industry sections covered,3742,9547,12329,9205,27599,2810,1937,167,9539,76875
2018,Jun,C: Manufacturing,57,110,311,90,149,761,599,0,872,2949
2018,Jun,"B, D & E: Mining and quarrying; and electricity and gas supply, and waste management",15,1,37,1,0,26,61,0,100,241
2018,Jun,F: Construction sites (manual workers only),-,-,-,-,-,114,411,-,55,580
2018,Jun,"G: Import/export, wholesale and retail trades",753,1396,2327,2477,6169,440,411,26,1759,15758
2018,Jun,G45-46: Import/export trade and wholesale,504,1238,1687,2037,725,208,339,0,1040,7778
2018,Jun,G47: Retail,249,158,640,440,5444,232,72,26,719,7980
2018,Jun,"H: Transportation, storage, postal and courier services",112,407,310,989,617,229,1106,0,889,4659
2018,Jun,I: Accommodation and food services,163,115,479,626,10230,610,142,0,1993,14358
2018,Jun,J: Information and communications,326,1646,680,168,336,40,31,0,22,3249
2018,Jun,K: Financing and insurance,1225,1130,2666,1110,56,5,11,0,7,6210
2018,Jun,L: Real estate,136,294,984,372,1777,210,3,3,501,4280
2018,Jun,M & N: Professional and business services,410,1656,1637,1238,1904,254,62,143,2366,9670
2018,Jun,P - S: Social and personal services,500,3232,3711,2519,4171,552,81,5,2478,17249
2018,Jun,All industry sections covered,3697,9987,13142,9590,25409,3241,2918,177,11042,79203
2018,Sep,C: Manufacturing,55,89,166,205,293,688,401,0,1000,2897
2018,Sep,"B, D & E: Mining and quarrying; and electricity and gas supply, and waste management",15,0,36,0,0,44,44,0,93,232
2018,Sep,F: Construction sites (manual workers only),-,-,-,-,-,65,407,-,43,515
2018,Sep,"G: Import/export, wholesale and retail trades",880,1247,2583,2108,6464,341,313,0,1643,15579
2018,Sep,G45-46: Import/export trade and wholesale,545,1011,2231,1711,875,158,242,0,792,7565
2018,Sep,G47: Retail,335,236,352,397,5589,183,71,0,851,8014
2018,Sep,"H: Transportation, storage, postal and courier services",123,114,608,835,563,194,985,0,1057,4479
2018,Sep,I: Accommodation and food services,252,24,411,697,10970,290,62,0,1552,14258
2018,Sep,J: Information and communications,173,1401,796,238,101,42,4,0,34,2789
2018,Sep,K: Financing and insurance,1290,1057,2896,758,18,0,7,0,6,6032
2018,Sep,L: Real estate,248,142,976,339,2173,170,1,6,243,4298
2018,Sep,M & N: Professional and business services,516,1554,1907,1282,2028,183,50,146,2546,10212
2018,Sep,P - S: Social and personal services,348,3564,2344,3111,4851,335,127,22,2348,17050
2018,Sep,All industry sections covered,3900,9192,12723,9573,27461,2352,2401,174,10565,78341
2018,Dec,C: Manufacturing,20,75,289,142,388,825,368,0,833,2940
2018,Dec,"B, D & E: Mining and quarrying; and electricity and gas supply, and waste management",16,2,36,0,0,31,47,0,62,194
2018,Dec,F: Construction sites (manual workers only),-,-,-,-,-,414,402,-,37,853
2018,Dec,"G: Import/export, wholesale and retail trades",846,882,2821,1824,6617,457,267,0,2078,15792
2018,Dec,G45-46: Import/export trade and wholesale,532,648,2167,1404,723,277,223,0,1052,7026
2018,Dec,G47: Retail,314,234,654,420,5894,180,44,0,1026,8766
2018,Dec,"H: Transportation, storage, postal and courier services",216,146,355,934,661,213,909,0,820,4254
2018,Dec,I: Accommodation and food services,180,18,265,537,11446,104,6,0,1351,13907
2018,Dec,J: Information and communications,234,1314,861,190,109,41,1,0,30,2780
2018,Dec,K: Financing and insurance,1400,1025,2759,765,74,0,32,0,22,6077
2018,Dec,L: Real estate,211,90,840,397,2132,124,1,5,188,3988
2018,Dec,M & N: Professional and business services,555,1617,1647,1156,2071,274,66,155,2372,9913
2018,Dec,P - S: Social and personal services,390,3478,2986,3016,4573,463,169,10,2403,17488
2018,Dec,All industry sections covered,4068,8647,12859,8961,28071,2946,2268,170,10196,78186
2019,Mar,C: Manufacturing,25,91,218,242,260,645,261,0,746,2488
2019,Mar,"B, D & E: Mining and quarrying; and electricity and gas supply, and waste management",16,18,38,4,8,39,47,0,50,220
2019,Mar,F: Construction sites (manual workers only),-,-,-,-,-,315,413,-,140,868
2019,Mar,"G: Import/export, wholesale and retail trades",732,1142,2386,2187,6813,445,296,3,1144,15148
2019,Mar,G45-46: Import/export trade and wholesale,480,994,1931,1696,388,190,271,3,846,6799
2019,Mar,G47: Retail,252,148,455,491,6425,255,25,0,298,8349
2019,Mar,"H: Transportation, storage, postal and courier services",67,237,506,879,712,256,964,1,1156,4778
2019,Mar,I: Accommodation and food services,146,23,357,511,12147,93,14,0,1412,14703
2019,Mar,J: Information and communications,347,1494,741,203,113,22,0,0,28,2948
2019,Mar,K: Financing and insurance,1476,1009,3049,832,58,2,22,1,17,6466
2019,Mar,L: Real estate,87,151,879,298,2137,183,8,3,260,4006
2019,Mar,M & N: Professional and business services,439,1858,1710,1147,2145,218,70,123,2386,10096
2019,Mar,P - S: Social and personal services,423,3217,3297,3248,4586,278,127,12,2670,17858
2019,Mar,All industry sections covered,3758,9240,13181,9551,28979,2496,2222,143,10009,79579
2019,Jun,C: Manufacturing,16,68,184,145,159,908,317,0,865,2662
2019,Jun,"B, D & E: Mining and quarrying; and electricity and gas supply, and waste management",16,3,44,10,0,39,40,0,86,238
2019,Jun,F: Construction sites (manual workers only),-,-,-,-,-,238,400,-,137,775
2019,Jun,"G: Import/export, wholesale and retail trades",838,881,2464,1807,6304,308,365,19,1134,14120
2019,Jun,G45-46: Import/export trade and wholesale,563,700,1932,1350,855,225,254,0,588,6467
2019,Jun,G47: Retail,275,181,532,457,5449,83,111,19,546,7653
2019,Jun,"H: Transportation, storage, postal and courier services",148,318,477,634,617,292,675,1,927,4089
2019,Jun,I: Accommodation and food services,118,68,335,448,8563,203,30,0,1423,11188
2019,Jun,J: Information and communications,271,1512,898,181,158,21,0,0,3,3044
2019,Jun,K: Financing and insurance,1595,1647,2256,820,111,1,6,0,17,6453
2019,Jun,L: Real estate,129,208,656,487,1649,131,3,13,497,3773
2019,Jun,M & N: Professional and business services,337,1660,1826,1191,1884,232,73,127,2574,9904
2019,Jun,P - S: Social and personal services,308,3343,2990,2938,4338,575,107,8,2609,17216
2019,Jun,All industry sections covered,3776,9708,12130,8661,23783,2948,2016,168,10272,73462
2019,Sep,C: Manufacturing,24,75,177,117,212,561,176,0,571,1913
2019,Sep,"B, D & E: Mining and quarrying; and electricity and gas supply, and waste management",16,6,34,11,3,33,56,0,68,227
2019,Sep,F: Construction sites (manual workers only),-,-,-,-,-,96,344,-,137,577
2019,Sep,"G: Import/export, wholesale and retail trades",963,1002,2201,1825,4913,232,221,0,778,12135
2019,Sep,G45-46: Import/export trade and wholesale,728,853,1801,1571,403,155,211,0,444,6166
2019,Sep,G47: Retail,235,149,400,254,4510,77,10,0,334,5969
2019,Sep,"H: Transportation, storage, postal and courier services",93,170,539,982,369,287,581,0,778,3799
2019,Sep,I: Accommodation and food services,160,8,92,245,5036,59,3,0,641,6244
2019,Sep,J: Information and communications,345,1203,887,112,250,41,8,0,16,2862
2019,Sep,K: Financing and insurance,1410,1306,2678,622,82,3,3,0,40,6144
2019,Sep,L: Real estate,180,108,561,278,1861,135,2,8,422,3555
2019,Sep,M & N: Professional and business services,348,1270,1529,1056,2089,239,46,194,2090,8861
2019,Sep,P - S: Social and personal services,384,4182,2101,3006,4320,514,80,9,2119,16715
2019,Sep,All industry sections covered,3923,9330,10799,8254,19135,2200,1520,211,7660,63032
2019,Dec,C: Manufacturing,15,86,160,149,199,735,146,0,303,1793
2019,Dec,"B, D & E: Mining and quarrying; and electricity and gas supply, and waste management",19,3,49,3,3,56,38,0,64,235
2019,Dec,F: Construction sites (manual workers only),-,-,-,-,-,80,357,-,61,498
2019,Dec,"G: Import/export, wholesale and retail trades",485,607,1878,1179,4209,428,106,0,730,9622
2019,Dec,G45-46: Import/export trade and wholesale,424,495,1438,920,556,340,67,0,517,4757
2019,Dec,G47: Retail,61,112,440,259,3653,88,39,0,213,4865
2019,Dec,"H: Transportation, storage, postal and courier services",157,122,377,678,472,185,417,0,409,2817
2019,Dec,I: Accommodation and food services,73,11,284,115,3664,161,41,0,513,4862
2019,Dec,J: Information and communications,220,1287,832,114,55,44,0,0,5,2557
2019,Dec,K: Financing and insurance,1456,1091,2712,711,41,1,4,0,9,6025
2019,Dec,L: Real estate,124,105,543,296,1740,122,4,9,335,3278
2019,Dec,M & N: Professional and business services,342,1081,1413,645,2236,189,42,89,1654,7691
2019,Dec,P - S: Social and personal services,357,3150,2294,2848,4418,136,111,4,1737,15055
2019,Dec,All industry sections covered,3248,7543,10542,6738,17037,2137,1266,102,5820,54433
2020,Mar,C: Manufacturing,7,45,46,53,90,192,58,0,266,757
2020,Mar,"B, D & E: Mining and quarrying; and electricity and gas supply, and waste management",9,1,24,5,0,29,39,0,34,141
2020,Mar,F: Construction sites (manual workers only),-,-,-,-,-,112,347,-,39,498
2020,Mar,"G: Import/export, wholesale and retail trades",533,937,1505,865,2704,183,195,0,202,7124
2020,Mar,G45-46: Import/export trade and wholesale,328,737,1332,679,503,167,175,0,155,4076
2020,Mar,G47: Retail,205,200,173,186,2201,16,20,0,47,3048
2020,Mar,"H: Transportation, storage, postal and courier services",89,70,186,321,377,167,586,0,795,2591
2020,Mar,I: Accommodation and food services,69,14,100,91,2307,33,1,0,296,2911
2020,Mar,J: Information and communications,148,1157,749,52,65,22,1,0,0,2194
2020,Mar,K: Financing and insurance,1120,1217,1990,806,50,1,5,0,10,5199
2020,Mar,L: Real estate,98,82,529,258,1543,138,28,6,332,3014
2020,Mar,M & N: Professional and business services,380,715,1092,635,1689,193,18,166,1557,6445
2020,Mar,P - S: Social and personal services,345,2883,1927,1557,3300,174,48,6,1155,11395
2020,Mar,All industry sections covered,2798,7121,8148,4643,12125,1244,1326,178,4686,42269
2020,Jun,C: Manufacturing,4,17,104,36,15,187,107,0,283,753
2020,Jun,"B, D & E: Mining and quarrying; and electricity and gas supply, and waste management",9,1,21,4,3,29,29,0,34,130
2020,Jun,F: Construction sites (manual workers only),-,-,-,-,-,22,193,-,29,244
2020,Jun,"G: Import/export, wholesale and retail trades",504,670,1439,973,2491,144,135,7,459,6822
2020,Jun,G45-46: Import/export trade and wholesale,334,536,1163,759,335,102,85,1,352,3667
2020,Jun,G47: Retail,170,134,276,214,2156,42,50,6,107,3155
2020,Jun,"H: Transportation, storage, postal and courier services",74,117,500,379,93,351,389,1,379,2283
2020,Jun,I: Accommodation and food services,63,27,57,107,2225,52,4,0,303,2838
2020,Jun,J: Information and communications,116,1291,483,94,51,4,3,0,0,2042
2020,Jun,K: Financing and insurance,1007,716,2208,620,42,1,4,0,24,4622
2020,Jun,L: Real estate,173,109,382,173,1396,121,2,7,189,2552
2020,Jun,M & N: Professional and business services,287,685,920,708,1070,144,37,93,1243,5187
2020,Jun,P - S: Social and personal services,366,3026,1908,1395,3565,329,52,7,1000,11648
2020,Jun,All industry sections covered,2603,6659,8022,4489,10951,1384,955,115,3943,39121
2020,Sep,C: Manufacturing,10,39,44,23,104,219,99,0,222,760
2020,Sep,"B, D & E: Mining and quarrying; and electricity and gas supply, and waste management",8,2,30,2,1,25,27,0,35,130
2020,Sep,F: Construction sites (manual workers only),-,-,-,-,-,7,37,-,99,143
2020,Sep,"G: Import/export, wholesale and retail trades",518,918,974,675,2460,143,179,3,457,6327
2020,Sep,G45-46: Import/export trade and wholesale,369,725,793,505,182,65,148,3,393,3183
2020,Sep,G47: Retail,149,193,181,170,2278,78,31,0,64,3144
2020,Sep,"H: Transportation, storage, postal and courier services",116,203,243,305,115,341,380,2,386,2091
2020,Sep,I: Accommodation and food services,71,11,53,96,2241,60,1,0,645,3178
2020,Sep,J: Information and communications,106,979,475,84,50,15,0,0,26,1735
2020,Sep,K: Financing and insurance,1091,873,2440,533,22,2,3,0,3,4967
2020,Sep,L: Real estate,67,186,482,186,1313,122,11,11,399,2777
2020,Sep,M & N: Professional and business services,239,704,1123,607,940,194,19,108,1381,5315
2020,Sep,P - S: Social and personal services,360,3263,1751,1145,3661,275,101,4,930,11490
2020,Sep,All industry sections covered,2586,7178,7615,3656,10907,1403,857,128,4583,38913
2020,Dec,C: Manufacturing,10,24,50,10,71,149,84,0,166,564
2020,Dec,"B, D & E: Mining and quarrying; and electricity and gas supply, and waste management",21,2,48,4,2,35,33,0,62,207
2020,Dec,F: Construction sites (manual workers only),-,-,-,-,-,40,12,-,26,78
2020,Dec,"G: Import/export, wholesale and retail trades",507,449,1020,526,2634,223,181,1,248,5789
2020,Dec,G45-46: Import/export trade and wholesale,443,397,897,461,216,78,179,0,210,2881
2020,Dec,G47: Retail,64,52,123,65,2418,145,2,1,38,2908
2020,Dec,"H: Transportation, storage, postal and courier services",72,117,294,106,105,208,494,0,368,1764
2020,Dec,I: Accommodation and food services,29,15,74,181,1849,38,3,0,212,2401
2020,Dec,J: Information and communications,138,868,576,24,1,5,0,0,34,1646
2020,Dec,K: Financing and insurance,1159,935,2062,510,44,1,1,0,16,4728
2020,Dec,L: Real estate,81,76,549,89,1389,110,0,13,113,2420
2020,Dec,M & N: Professional and business services,267,620,981,382,845,173,33,87,1413,4801
2020,Dec,P - S: Social and personal services,436,3295,1744,849,3201,208,98,21,806,10658
2020,Dec,All industry sections covered,2720,6401,7398,2681,10141,1190,939,122,3464,35056
2021,Mar,C: Manufacturing,18,29,56,23,43,124,137,0,259,689
2021,Mar,"B, D & E: Mining and quarrying; and electricity and gas supply, and waste management",21,4,47,1,8,27,40,0,55,203
2021,Mar,F: Construction sites (manual workers only),-,-,-,-,-,24,13,-,41,78
2021,Mar,"G: Import/export, wholesale and retail trades",284,561,1506,1094,2307,176,152,0,396,6476
2021,Mar,G45-46: Import/export trade and wholesale,231,477,1204,902,205,78,112,0,299,3508
2021,Mar,G47: Retail,53,84,302,192,2102,98,40,0,97,2968
2021,Mar,"H: Transportation, storage, postal and courier services",113,123,376,228,211,248,816,1,400,2516
2021,Mar,I: Accommodation and food services,53,19,97,84,2247,44,0,0,216,2760
2021,Mar,J: Information and communications,148,998,427,48,36,9,0,0,0,1666
2021,Mar,K: Financing and insurance,1123,1084,2153,403,4,2,1,0,9,4779
2021,Mar,L: Real estate,118,91,491,128,1413,116,0,13,211,2581
2021,Mar,M & N: Professional and business services,277,806,1215,433,1354,156,20,171,1191,5623
2021,Mar,P - S: Social and personal services,514,3566,2280,1094,3194,283,61,11,971,11974
2021,Mar,All industry sections covered,2669,7281,8648,3536,10817,1209,1240,196,3749,39345
2021,Jun,C: Manufacturing,38,125,109,30,58,288,76,0,213,937
2021,Jun,"B, D & E: Mining and quarrying; and electricity and gas supply, and waste management",19,6,43,5,3,42,42,0,63,223
2021,Jun,F: Construction sites (manual workers only),-,-,-,-,-,26,194,-,30,250
2021,Jun,"G: Import/export, wholesale and retail trades",411,767,1370,924,2748,155,271,0,651,7297
2021,Jun,G45-46: Import/export trade and wholesale,325,615,1056,675,306,100,234,0,533,3844
2021,Jun,G47: Retail,86,152,314,249,2442,55,37,0,118,3453
2021,Jun,"H: Transportation, storage, postal and courier services",86,188,595,440,225,265,787,1,346,2933
2021,Jun,I: Accommodation and food services,93,37,157,110,3219,334,0,0,375,4325
2021,Jun,J: Information and communications,104,1016,587,98,50,72,0,0,2,1929
2021,Jun,K: Financing and insurance,991,1179,2360,361,12,1,22,0,55,4981
2021,Jun,L: Real estate,99,120,654,243,1511,197,1,6,336,3167
2021,Jun,M & N: Professional and business services,197,1226,1063,471,1235,186,46,162,1267,5853
2021,Jun,P - S: Social and personal services,444,4260,1924,1126,4049,428,71,49,1195,13546
2021,Jun,All industry sections covered,2482,8924,8862,3808,13110,1994,1510,218,4533,45441
2021,Sep,C: Manufacturing,13,75,101,68,62,370,151,0,305,1145
2021,Sep,"B, D & E: Mining and quarrying; and electricity and gas supply, and waste management",20,5,55,23,11,32,54,0,76,276
2021,Sep,F: Construction sites (manual workers only),-,-,-,-,-,40,10,-,114,164
2021,Sep,"G: Import/export, wholesale and retail trades",524,852,1226,744,4254,138,240,0,803,8781
2021,Sep,G45-46: Import/export trade and wholesale,371,722,914,525,652,125,209,0,554,4072
2021,Sep,G47: Retail,153,130,312,219,3602,13,31,0,249,4709
2021,Sep,"H: Transportation, storage, postal and courier services",118,223,572,355,328,233,365,1,385,2580
2021,Sep,I: Accommodation and food services,102,47,251,192,4052,521,1,0,593,5759
2021,Sep,J: Information and communications,231,1220,644,61,46,67,0,0,17,2286
2021,Sep,K: Financing and insurance,1104,1384,2509,506,13,1,4,0,6,5527
2021,Sep,L: Real estate,146,125,987,174,1321,162,12,8,788,3723
